Family,Genus,Species,Data_type,Size_sd,Size_Est,P4_sd,P4_Est,m1_sd,m1_Est
Procyonidae,Plesictis,genetoides,Inferred_teeth,0.246,0.333,0,0.897,0,0.862
Procyonidae,Plesictis,humilidens,Inferred_teeth,0.29,0.467,0,0.911,0,0.959
Procyonidae,Plesictis,julieni,Inferred_teeth,0.284,-0.054,0.041,0.722,0,0.711
Procyonidae,Plesictis,laugnacensis,Inferred_teeth,0.278,0.341,0,0.903,0,0.863
Procyonidae,Plesictis,mayri,Inferred_teeth,0.274,-0.002,0,0.732,0,0.744
Procyonidae,Plesictis,milloquensis,Inferred_teeth,0.243,0.618,0.04,0.993,0,1.004
Procyonidae,Plesictis,palustris,Inferred_Phylogeny,0.367,0.278,0.102,0.857,0.101,0.856
Procyonidae,Plesictis,stenoplesictoides,Inferred_teeth,0.285,0.558,0.041,0.97,0,0.978
Procyonidae,Potos,flavus,Measured,0,0.477,0.121,0.919,0.116,0.949
Procyonidae,Probassariscus,matthewi,Inferred_teeth,0.292,0.288,0.062,0.86,0,0.892
Procyonidae,Procyon,cancrivorus,Measured,0,0.842,0.088,0.988,0.084,1.05
Procyonidae,Procyon,lotor,Measured,0,0.816,0.055,0.947,0,1
Procyonidae,Procyon,pygmaeus,Measured,0,0.398,0.094,0.873,0.092,0.934
Procyonidae,Procyon,rexroadensis,Inferred_teeth,0.227,0.854,0,1.007,0,1.096
Procyonidae,Protoprocyon,savagei,Inferred_teeth,0.213,0.325,0.046,0.832,0,0.875
Procyonidae,Pseudobassaris,riggsi,Inferred_teeth,0.227,0.376,0,0.886,0.04,0.908
Procyonidae,Stromeriella,depressa,Inferred_teeth,0.266,0.349,0.042,0.87,0,0.906
Procyonidae,Stromeriella,franconica,Inferred_teeth,0.294,0.479,0,0.916,0,0.968
Stenoplesictidae,Africanictis,hyaenoides,Inferred_teeth,0.321,0.81,0.073,1.089,0,1.053
Stenoplesictidae,Africanictis,meini,Inferred_teeth,0.321,0.644,0.073,1.022,0,0.98
Stenoplesictidae,Africanictis,schmidtkittleri,Inferred_teeth,0.306,0.614,0.069,1.01,0,0.968
Stenoplesictidae,Alagtsavbaatar,indigenus,Inferred_teeth,0.222,0.609,0.046,0.991,0,0.949
Stenoplesictidae,Anictis,simplicidens,Inferred_teeth,0.222,0.574,0.047,0.986,0,0.942
Stenoplesictidae,Asiavorator,gracilis,Inferred_teeth,0.297,0.731,0.064,1.041,0,1.002
Stenoplesictidae,Moghradictis,nedjema,Inferred_teeth,0.297,0.791,0.071,1.105,0,1.072
Stenoplesictidae,Palaeoprionodon,lamandini,Inferred_teeth,0.258,0.309,0.055,0.87,0,0.816
Stenoplesictidae,Shandgolictis,constans,Inferred_Phylogeny,0.395,0.571,0.134,0.973,0.13,0.931
Stenoplesictidae,Shandgolictis,elegans,Inferred_Phylogeny,0.475,0.572,0.163,0.973,0.159,0.931
Stenoplesictidae,Stenogale,brevidens,Inferred_teeth,0.276,0.497,0.06,0.952,0,0.875
Stenoplesictidae,Stenogale,intermedia,Inferred_teeth,0.243,0.604,0.053,0.995,0,0.922
Stenoplesictidae,Stenogale,julieni,Inferred_teeth,0.275,0.517,0.06,0.96,0,0.884
Stenoplesictidae,Stenoplesictis,cayluxi,Inferred_teeth,0.241,0.4,0,0.911,0,0.854
Stenoplesictidae,Stenoplesictis,crocheti,Inferred_teeth,0.273,0.687,0,1.011,0,0.993
Stenoplesictidae,Stenoplesictis,muhoronii,Inferred_teeth,0.285,-0.019,0.07,0.736,0,0.667
Ursidae,Adelpharctos,ginsburgi,Inferred_teeth,0.263,1.423,0.045,1.141,0,1.236
Ursidae,Adelpharctos,mirus,Inferred_teeth,0.238,1.538,0.037,1.188,0,1.286
Ursidae,Agriarctos,depereti,Inferred_teeth,0.256,2.161,0,1.312,0,1.371
Ursidae,Agriarctos,gaali,Inferred_teeth,0.252,2.159,0.045,1.281,0,1.398
Ursidae,Agriarctos,vighi,Inferred_teeth,0.251,2.247,0.045,1.316,0,1.436
Ursidae,Agriotherium,africanum,Inferred_teeth,0.276,2.607,0.053,1.445,0,1.612
Ursidae,Agriotherium,inexpetans,Inferred_teeth,0.262,2.38,0.049,1.353,0,1.513
Ursidae,Agriotherium,insigne,Inferred_teeth,0.284,2.584,0.055,1.436,0,1.602
Ursidae,Agriotherium,myanmarensis,Inferred_teeth,0.245,2.584,0.044,1.436,0,1.602
Ursidae,Agriotherium,schneideri,Inferred_teeth,0.272,2.627,0,1.45,0,1.623
Ursidae,Agriotherium,sivalenis,Inferred_teeth,0.293,2.533,0.057,1.415,0,1.58
Ursidae,Ailurarctos,lufengensis,Inferred_teeth,0.232,1.953,0,1.19,0,1.316
Ursidae,Ailuropoda,melanoleuca,Measured,0,2.035,0.098,1.228,0.097,1.352
Ursidae,Arctodus,pristinus,Inferred_teeth,0.273,2.245,0.051,1.265,0,1.43
Ursidae,Arctodus,simus,Inferred_teeth,0.268,2.404,0,1.322,0,1.505
Ursidae,Arctotherium,angustidens,Inferred_teeth,0.269,2.697,0.053,1.449,0,1.625
Ursidae,Arctotherium,bonariense,Inferred_teeth,0.274,2.637,0.054,1.425,0,1.599
Ursidae,Arctotherium,NorthAmerica,Inferred_Phylogeny,0.341,2.4,0.104,1.329,0.099,1.495
Ursidae,Arctotherium,tarijense,Inferred_teeth,0.275,2.681,0.054,1.443,0,1.618
Ursidae,Arctotherium,vetustum,Inferred_teeth,0.272,2.306,0.054,1.291,0,1.455
Ursidae,Arctotherium,wingei,Inferred_teeth,0.275,2.196,0.054,1.247,0,1.407
Ursidae,Ballusia,elmensis,Inferred_teeth,0.265,1.208,0,1.013,0,1.015
Ursidae,Ballusia,hareni,Inferred_teeth,0.247,1.453,0,1.029,0,1.199
Ursidae,Ballusia,orientalis,Inferred_teeth,0.263,1.2,0,0.929,0,1.086
Ursidae,Cephalogale,geoffroyi,Inferred_teeth,0.276,1.524,0.047,1.183,0,1.279
Ursidae,Cephalogale,gergoviensis,Inferred_teeth,0.277,1.413,0.048,1.138,0,1.23
Ursidae,Cephalogale,ginesticus,Inferred_teeth,0.292,1.67,0.052,1.242,0,1.342
Ursidae,Cephalogale,shareri,Inferred_teeth,0.306,1.805,0,1.307,0,1.391
Ursidae,Cyonarctos,dessei,Inferred_teeth,0.266,1.345,0,1.1,0,1.211
Ursidae,Dinocyon,thenardi,Inferred_teeth,0.357,2.373,0.06,1.521,0,1.653
Ursidae,Filholictis,filholi,Inferred_teeth,0.288,1.317,0.049,1.097,0,1.19
Ursidae,Helarctos,malayanus,Measured,0,1.667,0.072,1.068,0.071,1.209
Ursidae,Hemicyon,barbouri,Inferred_teeth,0.355,2.077,0.057,1.402,0,1.524
Ursidae,Hemicyon,gargan,Inferred_teeth,0.306,1.534,0.04,1.182,0,1.288
Ursidae,Hemicyon,goeriachensis,Inferred_teeth,0.347,1.949,0.054,1.35,0,1.468
Ursidae,Hemicyon,mayorali,Inferred_teeth,0.325,2.017,0.047,1.378,0,1.498
Ursidae,Hemicyon,sansaniensis,Inferred_teeth,0.356,2.145,0.057,1.429,0,1.554
Ursidae,Hemicyon,stehlini,Inferred_teeth,0.341,1.867,0,1.317,0,1.432
Ursidae,Indarctos,anthracitis,Inferred_teeth,0.251,2.414,0.041,1.374,0,1.521
Ursidae,Indarctos,arctoides,Inferred_teeth,0.275,2.399,0.05,1.365,0,1.519
Ursidae,Indarctos,oregonensis,Inferred_teeth,0.263,2.6,0.047,1.445,0,1.606
Ursidae,Indarctos,punjabiensis,Inferred_teeth,0.265,2.66,0.047,1.471,0,1.631
Ursidae,Indarctos,vireti,Inferred_teeth,0.239,2.222,0,1.241,0,1.49
Ursidae,Indarctos,zdanskyi,Inferred_teeth,0.255,2.709,0,1.516,0,1.628
Ursidae,Kretzoiarctos,beatrix,Inferred_teeth,0.207,2.089,0,1.267,0,1.354
Ursidae,Melursus,ursinus,Measured,0,1.969,0.074,1.156,0.073,1.291
Ursidae,Phoberocyon,akhmetievi,Inferred_teeth,0.322,2.152,0.063,1.437,0,1.553
Ursidae,Phoberocyon,aurelianensis,Inferred_teeth,0.311,2.132,0.06,1.429,0,1.544
Ursidae,Phoberocyon,hurzeleri,Inferred_teeth,0.305,1.892,0.058,1.331,0,1.439
Ursidae,Phoberocyon,johnhenryi,Inferred_teeth,0.322,2.086,0.063,1.41,0,1.524
Ursidae,Phoberocyon,teilhardi,Inferred_teeth,0.358,2.089,0.072,1.411,0,1.525
Ursidae,Phoberocyon,youngi,Inferred_teeth,0.325,2.097,0.064,1.415,0,1.529
Ursidae,Phoberogale,bonali,Inferred_teeth,0.275,1.524,0.039,1.178,0,1.283
Ursidae,Phoberogale,depereti,Inferred_teeth,0.296,1.555,0.047,1.191,0,1.297
Ursidae,Phoberogale,gracile,Inferred_teeth,0.293,1.318,0.045,1.095,0,1.193
Ursidae,Phoberogale,minor,Inferred_teeth,0.285,1.278,0.043,1.079,0,1.176
Ursidae,Plionarctos,edensis,Inferred_teeth,0.26,2.091,0.055,1.206,0,1.356
Ursidae,Plionarctos,harroldorum,Inferred_teeth,0.253,2.028,0.053,1.18,0,1.328
Ursidae,Plithocyon,antunesi,Inferred_teeth,0.325,2.021,0.063,1.384,0,1.496
Ursidae,Plithocyon,armagnacensis,Inferred_teeth,0.348,1.945,0.069,1.353,0,1.462
Ursidae,Plithocyon,barstowensis,Inferred_teeth,0.336,2.003,0.066,1.377,0,1.488
Ursidae,Plithocyon,bruneti,Inferred_teeth,0.324,1.589,0.063,1.209,0,1.307
Ursidae,Plithocyon,conquense,Inferred_teeth,0.326,1.855,0.064,1.317,0,1.423
Ursidae,Plithocyon,ursinus,Inferred_teeth,0.334,2.104,0.066,1.417,0,1.531
Ursidae,Tremarctos,floridanus,Inferred_teeth,0.213,2.181,0.058,1.2,0,1.342
Ursidae,Tremarctos,ornatus,Measured,0,2.146,0.057,1.147,0,1.278
Ursidae,Ursavus,brevirhinus,Inferred_teeth,0.269,1.63,0,1.079,0,1.212
Ursidae,Ursavus,ehrenbergi,Inferred_teeth,0.21,1.782,0,1.161,0,1.13
Ursidae,Ursavus,intermedius,Inferred_teeth,0.215,1.579,0,1.057,0,1.176
Ursidae,Ursavus,isorei,Inferred_teeth,0.221,1.336,0,0.929,0,1.148
Ursidae,Ursavus,pawniensis,Inferred_teeth,0.319,1.812,0.064,1.241,0,1.367
Ursidae,Ursavus,primaevus,Inferred_teeth,0.253,1.811,0,1.114,0,1.297
Ursidae,Ursavus,sylvestris,Inferred_teeth,0.194,1.952,0,1.127,0,1.312
Ursidae,Ursavus,tedfordi,Inferred_teeth,0.195,1.887,0,1.097,0,1.29
Ursidae,Ursus,americanus,Measured,0,2,0,1.079,0,1.279
Ursidae,Ursus,angustidens,Inferred_Phylogeny,0.302,2.019,0.107,1.16,0.106,1.306
Ursidae,Ursus,arctos,Measured,0,2.257,0,1.204,0,1.389
Ursidae,Ursus,boeckhi,Inferred_teeth,0.189,2.044,0.041,1.177,0,1.315
Ursidae,Ursus,etruscus,Inferred_teeth,0.188,2.212,0,1.196,0,1.408
Ursidae,Ursus,footei,Inferred_Phylogeny,0.283,2.009,0.101,1.155,0.1,1.302
Ursidae,Ursus,maritimus,Measured,0,2.59,0.064,1.314,0.063,1.481
Ursidae,Ursus,minimus,Inferred_teeth,0.203,2.141,0.045,1.213,0,1.357
Ursidae,Ursus,namadicus,Inferred_teeth,0.185,2.05,0,1.218,0,1.279
Ursidae,Ursus,spelaeus,Inferred_teeth,0.185,2.369,0,1.265,0,1.459
Ursidae,Ursus,thibetanus,Measured,0,1.889,0.067,1.115,0.066,1.267
Ursidae,Zaragocyon,daamsi,Inferred_teeth,0.288,1.555,0,1.19,0,1.297
Viverravidae,Bryanictis,microlestes,Inferred_teeth,0.228,-0.226,0,0.74,0,0.658
Viverravidae,Bryanictis,paulus,Inferred_teeth,0.198,-0.397,0,0.681,0,0.574
Viverravidae,Didymictis,altidens,Inferred_teeth,0.252,0.907,0.056,1.17,0,1.155
Viverravidae,Didymictis,protenus,Measured,0,0.699,0,1.052,0,1.053
Viverravidae,Didymictis,vancleavae,Inferred_teeth,0.247,1.107,0.055,1.249,0,1.242
Viverravidae,Ictidopappus,mustelinus,Inferred_teeth,0.215,-0.325,0,0.699,0,0.613
Viverravidae,Intyrictis,vanvaleni,Inferred_teeth,0.203,-0.235,0.023,0.745,0,0.646
Viverravidae,Pappictidops,acies,Inferred_teeth,0.2,-0.312,0,0.658,0,0.663
Viverravidae,Pappictidops,obtusus,Inferred_Phylogeny,0.257,-0.154,0.069,0.748,0.068,0.708
Viverravidae,Pappictidops,orientalis,Inferred_teeth,0.202,-0.022,0,0.806,0.029,0.759
Viverravidae,Pristinictis,connata,Inferred_teeth,0.19,-0.29,0,0.699,0.04,0.652
Viverravidae,Protictis,agastor,Inferred_teeth,0.222,0.26,0,0.959,0,0.849
Viverravidae,Protictis,aprophatos,Inferred_teeth,0.317,0.62,0,1.109,0.052,1.002
Viverravidae,Protictis,dellensis,Inferred_teeth,0.246,0.302,0,0.932,0,0.908
Viverravidae,Protictis,haydenianus,Inferred_teeth,0.233,0.369,0,1.011,0,0.889
Viverravidae,Protictis,laytoni,Inferred_teeth,0.235,-0.384,0.026,0.685,0,0.581
Viverravidae,Protictis,minor,Inferred_teeth,0.191,0.182,0,0.929,0,0.813
Viverravidae,Protictis,paralus,Inferred_teeth,0.232,-0.281,0.034,0.736,0,0.617
Viverravidae,Protictis,schaffi,Inferred_teeth,0.233,-0.063,0,0.806,0,0.729
Viverravidae,Protictis,simpsoni,Inferred_teeth,0.19,0.509,0,1.083,0,0.936
Viverravidae,Raphictis,gausion,Inferred_teeth,0.232,-0.498,0.038,0.639,0,0.531
Viverravidae,Simpsonictis,jaynanneae,Inferred_teeth,0.181,-0.675,0,0.582,0,0.487
Viverravidae,Simpsonictis,pegus,Inferred_teeth,0.191,-0.518,0.025,0.642,0,0.559
Viverravidae,Simpsonictis,tenuis,Inferred_teeth,0.199,-0.774,0.028,0.538,0,0.447
Viverravidae,Viverravus,acutus,Measured,0,-0.62,0,0.645,0,0.66
Viverravidae,Viverravus,bowni,Inferred_Phylogeny,0.291,-0.265,0.088,0.759,0.084,0.711
Viverravidae,Viverravus,gracilis,Inferred_teeth,0.274,-0.199,0.051,0.783,0,0.732
Viverravidae,Viverravus,lutosus,Inferred_teeth,0.253,-0.301,0.046,0.743,0,0.692
Viverravidae,Viverravus,minutus,Inferred_teeth,0.285,-0.299,0.05,0.744,0,0.687
Viverravidae,Viverravus,politus,Inferred_teeth,0.208,-0.079,0,0.837,0,0.794
Viverravidae,Viverravus,sicarius,Inferred_teeth,0.267,0.172,0,0.94,0,0.889
Viverravidae,Viverriscus,omnivorus,Inferred_Phylogeny,0.316,-0.247,0.097,0.765,0.093,0.717
Viverridae,Arctictis,binturong,Measured,0,0.995,0.118,1.131,0.116,1.145
Viverridae,Arctogalidia,trivirgata,Measured,0,0.352,0.125,0.936,0.125,0.946
Viverridae,Chrotogale,owstoni,Measured,0,0.512,0.124,0.992,0.125,1
Viverridae,Civettictis,civetta,Measured,0,1.079,0,1.1,0,1.148
Viverridae,Civettictis,howelli,Inferred_teeth,0.207,0.981,0,1.107,0.044,1.122
Viverridae,Cynogale,bennettii,Measured,0,0.653,0.123,1.024,0.122,1.031
Viverridae,Diplogale,hosei,Measured,0,0.114,0.126,0.879,0.126,0.888
Viverridae,Euboictis,aliverensis,Inferred_teeth,0.237,0.323,0,0.881,0.038,0.922
Viverridae,Genetta,abyssinica,Measured,0,0.217,0.108,0.865,0.104,0.879
Viverridae,Genetta,angolensis,Measured,0,0.217,0.086,0.835,0.081,0.863
Viverridae,Genetta,bourloni,Measured,0,0.243,0.086,0.842,0.08,0.87
Viverridae,Genetta,cristata,Measured,0,0.398,0.094,0.895,0.089,0.92
Viverridae,Genetta,genetta,Measured,0,0.255,0,0.82,0,0.881
Viverridae,Genetta,johnstoni,Measured,0,0.347,0.095,0.883,0.091,0.906
Viverridae,Genetta,maculata,Measured,0,0.347,0.086,0.872,0.08,0.899
Viverridae,Genetta,pardina,Measured,0,0.491,0.086,0.913,0.08,0.94
Viverridae,Genetta,piscivora,Measured,0,0.477,0.093,0.917,0.089,0.942
Viverridae,Genetta,poensis,Measured,0,0.352,0.086,0.873,0.08,0.901
Viverridae,Genetta,servalina,Measured,0,0.023,0.094,0.79,0.09,0.815
Viverridae,Genetta,thierryi,Measured,0,0.146,0.108,0.845,0.104,0.858
Viverridae,Genetta,tigrina,Measured,0,0.347,0.056,0.853,0,0.875
Viverridae,Genetta,victoriae,Measured,0,0.477,0.103,0.93,0.099,0.948
Viverridae,Hemigalus,derbyanus,Measured,0,0.366,0.125,0.951,0.125,0.96
Viverridae,Hesperoviverra,carpathorum,Inferred_teeth,0.289,0.983,0,1.238,0,1.271
Viverridae,Kanuites,lewisae,Inferred_teeth,0.236,0.313,0.053,0.899,0,0.898
Viverridae,Kenyalutra,songhorensis,Inferred_teeth,0.215,0.685,0.047,1.055,0,1.068
Viverridae,Ketketictis,solida,Inferred_teeth,0.232,0.449,0.046,0.946,0,0.97
Viverridae,Kichechia,zamanae,Inferred_teeth,0.245,0.121,0,0.82,0,0.82
Viverridae,Legetetia,nandii,Inferred_teeth,0.213,0.057,0.045,0.792,0,0.784
Viverridae,Lophocyon,carpathicus,Inferred_teeth,0.28,0.545,0.048,0.968,0,1.021
Viverridae,Lophocyon,paraskevaidisi,Inferred_teeth,0.245,0.213,0,0.82,0,0.889
Viverridae,Macrogalidia,musschenbroekii,Measured,0,0.602,0.123,1.01,0.123,1.016
Viverridae,Mioparadoxurus,meini,Inferred_teeth,0.253,0.918,0.064,1.173,0,1.204
Viverridae,Mioprionodon,hodopeus,Inferred_teeth,0.193,0.044,0.04,0.788,0,0.77
Viverridae,Orangictis,gariepensis,Inferred_teeth,0.252,0.453,0.047,0.955,0,0.964
Viverridae,Paguma,larvata,Measured,0,0.633,0.116,1.053,0.112,1.074
Viverridae,Paradoxurus,hermaphroditus,Measured,0,0.499,0.116,1.016,0.112,1.037
Viverridae,Paradoxurus,jerdoni,Measured,0,0.444,0.116,1.001,0.112,1.022
Viverridae,Paradoxurus,zeylonensis,Measured,0,0.444,0.116,1.001,0.112,1.021
Viverridae,Poiana,leightoni,Measured,0,-0.222,0.135,0.787,0.129,0.791
Viverridae,Poiana,richardsonii,Measured,0,-0.301,0.135,0.765,0.129,0.769
Viverridae,Pseudocivetta,ingens,Inferred_teeth,0.345,1.036,0.07,1.19,0,1.217
Viverridae,Sahelictis,korei,Inferred_teeth,0.308,1.055,0,1.251,0,1.229
Viverridae,Semigenetta,elegans,Inferred_teeth,0.258,0.406,0,0.922,0,0.944
Viverridae,Semigenetta,grandis,Inferred_teeth,0.299,0.892,0.055,1.146,0,1.13
Viverridae,Semigenetta,huaiheensis,Inferred_teeth,0.257,0.464,0.044,0.973,0,0.944
Viverridae,Semigenetta,laugnacensis,Inferred_teeth,0.244,0.33,0,0.903,0.045,0.901
Viverridae,Semigenetta,mutata,Inferred_teeth,0.305,0.63,0,1.041,0.055,1.015
Viverridae,Semigenetta,praecurrens,Inferred_teeth,0.232,0.528,0,1.013,0,0.959
Viverridae,Semigenetta,repelini,Inferred_teeth,0.272,0.509,0.048,0.991,0,0.964
Viverridae,Semigenetta,ripoli,Inferred_teeth,0.302,0.431,0.055,0.96,0,0.929
Viverridae,Semigenetta,sansaniensis,Inferred_teeth,0.288,0.595,0.055,1.011,0,1.015
Viverridae,Tugenictis,ngororaensis,Inferred_teeth,0.278,0.79,0.054,1.091,0,1.111
Viverridae,Ugandictis,napakensis,Inferred_teeth,0.228,0.046,0.049,0.788,0,0.778
Viverridae,Vishnuictis,africana,Inferred_teeth,0.24,0.503,0.051,0.984,0,0.964
Viverridae,Vishnuictis,chinjiensis,Inferred_teeth,0.255,0.568,0.055,1.012,0,0.991
Viverridae,Vishnuictis,durandi,Inferred_teeth,0.323,1.205,0,1.29,0.069,1.249
Viverridae,Viverra,apennina,Inferred_teeth,0.213,1.154,0.049,1.214,0,1.212
Viverridae,Viverra,bakerii,Inferred_teeth,0.217,1.083,0,1.19,0.049,1.177
Viverridae,Viverra,civettina,Measured,0,1.107,0.079,1.175,0.077,1.167
Viverridae,Viverra,howeli,Inferred_teeth,0.235,0.733,0.051,1.047,0,1.033
Viverridae,Viverra,karnuliensis,Inferred_teeth,0.215,1.073,0.05,1.18,0,1.176
Viverridae,Viverra,leakeyi,Inferred_teeth,0.276,1.191,0,1.243,0,1.23
Viverridae,Viverra,megaspila,Measured,0,0.966,0.079,1.135,0.077,1.127
Viverridae,Viverra,pepraxti,Inferred_teeth,0.234,0.885,0.053,1.107,0,1.097
Viverridae,Viverra,tangalunga,Measured,0,0.838,0.084,1.109,0.082,1.101
Viverridae,Viverra,zibetha,Measured,0,0.978,0,1.113,0,1.105
Viverridae,Viverrictis,modica,Inferred_teeth,0.263,0.052,0.059,0.791,0,0.778
Viverridae,Viverricula,indica,Measured,0,0.464,0.119,0.999,0.119,0.988
